Experiment GCC Experiment Variations
Main experiment variations for ideology, 30 runs..
Experiment started 2014-05-02 224008

######################################################
Experiment Defaults:
                          setNumOfIssues :,  	75
                 setNumOfRepresentatives :,  	100
                setSatisfactionThreshold :,  	0.675
Experiment Parameter Variations:
                 setUnaffiliatedFraction :,  	[0.05, 0.25, 0.5, 0.75]
                        setGreenFraction :,  	[0.5, 0.75, 0.9]
                       setIdeologyIssues :,  	[10, 7, 5]
######################################################
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.05
                        setGreenFraction :	,0.5
                       setIdeologyIssues :	,10
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 33,                 0.75,                 0.75,                    5,200.00,0.00,0.00,0.0000,0.0000
 33,                 0.75,                 0.75,                    5,200.00,0.00,0.00,0.0000,0.0000
 33,                 0.75,                 0.75,                    5,200.00,0.00,0.00,0.0000,0.0000
 33,                 0.75,                 0.75,                    5,200.00,0.00,0.00,0.0000,0.0000
averages: ,                 0.75,                 0.75,                    5,200.00,0.07,0.13,0.0432,0.0000
standard deviations: ,                 0.75,                 0.75,                    5,0.00,0.25,0.50,0.1617,0.0000
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.75
                        setGreenFraction :	,0.9
                       setIdeologyIssues :	,10
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 34,                 0.75,                  0.9,                   10,200.00,1.00,1.00,0.6244,0.0000
 34,                 0.75,                  0.9,                   10,200.00,0.00,0.00,0.0000,0.0000
 34,                 0.75,                  0.9,                   10,200.00,0.00,0.00,0.0000,0.0000
 34,                 0.75,                  0.9,                   10,200.00,0.00,0.00,0.0000,0.0000
 34,                 0.75,                  0.9,                   10,200.00,0.00,0.00,0.0000,0.0000
 34,                 0.75,                  0.9,                   10,200.00,1.00,1.00,0.6269,0.0000
 34,                 0.75,                  0.9,                   10,200.00,1.00,2.00,0.6454,0.2500
 34,                 0.75,                  0.9,                   10,200.00,0.00,0.00,0.0000,0.0000
 34,                 0.75,                  0.9,                   10,200.00,0.00,0.00,0.0000,0.0000
 34,                 0.75,                  0.9,                   10,200.00,0.00,0.00,0.0000,0.0000
 34,                 0.75,                  0.9,                   10,200.00,0.00,0.00,0.0000,0.0000
 34,                 0.75,                  0.9,                   10,200.00,2.00,3.00,0.6306,0.0000
 34,                 0.75,                  0.9,                   10,200.00,1.00,1.00,0.6225,0.0000
 34,                 0.75,                  0.9,                   10,200.00,0.00,0.00,0.0000,0.0000
 34,                 0.75,                  0.9,                   10,200.00,0.00,0.00,0.0000,0.0000
averages: ,                 0.75,                  0.9,                   10,200.00,0.40,0.53,0.2100,0.0167
standard deviations: ,                 0.75,                  0.9,                   10,0.00,0.61,0.88,0.2970,0.0624
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.75
                        setGreenFraction :	,0.9
                       setIdeologyIssues :	,7
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 35,                 0.75,                  0.9,                    7,200.00,1.00,1.00,0.6900,0.0000
 35,                 0.75,                  0.9,                    7,200.00,1.00,2.00,0.6496,0.0000
 35,                 0.75,                  0.9,                    7,200.00,0.00,0.00,0.0000,0.0000
 35,                 0.75,                  0.9,                    7,200.00,1.00,1.00,0.6306,0.0000
 35,                 0.75,                  0.9,                    7,200.00,0.00,0.00,0.0000,0.0000
 35,                 0.75,                  0.9,                    7,200.00,1.00,2.00,0.6597,0.0000
 35,                 0.75,                  0.9,                    7,200.00,0.00,0.00,0.0000,0.0000
 35,                 0.75,                  0.9,                    7,200.00,0.00,0.00,0.0000,0.0000
 35,                 0.75,                  0.9,                    7,200.00,0.00,0.00,0.0000,0.0000
 35,                 0.75,                  0.9,                    7,200.00,1.00,1.00,0.6306,0.0000
 35,                 0.75,                  0.9,                    7,200.00,0.00,0.00,0.0000,0.0000
 35,                 0.75,                  0.9,                    7,200.00,3.00,4.00,0.6289,0.0000
 35,                 0.75,                  0.9,                    7,200.00,0.00,0.00,0.0000,0.0000
 35,                 0.75,                  0.9,                    7,200.00,1.00,1.00,0.6512,0.0000
 35,                 0.75,                  0.9,                    7,200.00,0.00,0.00,0.0000,0.0000
averages: ,                 0.75,                  0.9,                    7,200.00,0.60,0.80,0.3027,0.0000
standard deviations: ,                 0.75,                  0.9,                    7,0.00,0.80,1.11,0.3239,0.0000
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.75
                        setGreenFraction :	,0.9
                       setIdeologyIssues :	,5
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 36,                 0.75,                  0.9,                    5,200.00,0.00,0.00,0.0000,0.0000
 36,                 0.75,                  0.9,                    5,200.00,0.00,0.00,0.0000,0.0000
 36,                 0.75,                  0.9,                    5,200.00,0.00,0.00,0.0000,0.0000
 36,                 0.75,                  0.9,                    5,200.00,0.00,0.00,0.0000,0.0000
 36,                 0.75,                  0.9,                    5,200.00,0.00,0.00,0.0000,0.0000
 36,                 0.75,                  0.9,                    5,200.00,1.00,3.00,0.6150,0.0000
 36,                 0.75,                  0.9,                    5,200.00,1.00,1.00,0.6600,0.0000
 36,                 0.75,                  0.9,                    5,200.00,1.00,1.00,0.6244,0.0000
 36,                 0.75,                  0.9,                    5,200.00,0.00,0.00,0.0000,0.0000
 36,                 0.75,                  0.9,                    5,200.00,1.00,1.00,0.6344,0.0000
 36,                 0.75,                  0.9,                    5,200.00,1.00,1.00,0.6200,0.0000
 36,                 0.75,                  0.9,                    5,200.00,2.00,2.00,0.6715,0.0000
 36,                 0.75,                  0.9,                    5,200.00,0.00,0.00,0.0000,0.0000
 36,                 0.75,                  0.9,                    5,200.00,2.00,2.00,0.6242,0.0000
 36,                 0.75,                  0.9,                    5,200.00,1.00,3.00,0.6740,0.0000
averages: ,                 0.75,                  0.9,                    5,200.00,0.67,0.93,0.3416,0.0000
standard deviations: ,                 0.75,                  0.9,                    5,0.00,0.70,1.06,0.3199,0.0000
######################################################
EXPERIMENT SUMMARY:  JOB AVERAGES
######################################################

, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 1,                 0.05,                  0.5,                   10,190.93,8.00,63.40,0.7250,0.0648
 2,                 0.05,                  0.5,                    7,200.00,5.60,40.40,0.7259,0.0531
 3,                 0.05,                  0.5,                    5,200.00,3.67,19.73,0.7175,0.0295
 4,                 0.05,                 0.75,                   10,200.00,7.00,58.60,0.6883,0.0659
 5,                 0.05,                 0.75,                    7,200.00,6.73,42.13,0.6863,0.0333
 6,                 0.05,                 0.75,                    5,200.00,4.73,25.87,0.6882,0.0235
 7,                 0.05,                  0.9,                   10,200.00,7.53,56.47,0.7637,0.0818
 8,                 0.05,                  0.9,                    7,200.00,6.73,48.80,0.7176,0.0341
 9,                 0.05,                  0.9,                    5,200.00,5.80,30.33,0.7212,0.0398
 10,                 0.25,                  0.5,                   10,200.00,6.20,50.87,0.7000,0.0687
 11,                 0.25,                  0.5,                    7,200.00,3.47,27.00,0.6918,0.0490
 12,                 0.25,                  0.5,                    5,200.00,2.00,10.93,0.6282,0.0417
 13,                 0.25,                 0.75,                   10,200.00,6.87,53.73,0.6781,0.0433
 14,                 0.25,                 0.75,                    7,200.00,5.60,34.67,0.6710,0.0421
 15,                 0.25,                 0.75,                    5,200.00,4.33,21.73,0.6713,0.0246
 16,                 0.25,                  0.9,                   10,194.73,7.73,61.87,0.7002,0.0832
 17,                 0.25,                  0.9,                    7,200.00,6.33,42.33,0.6985,0.0664
 18,                 0.25,                  0.9,                    5,200.00,4.87,31.00,0.6838,0.0703
 19,                  0.5,                  0.5,                   10,200.00,2.20,19.20,0.6584,0.0358
 20,                  0.5,                  0.5,                    7,200.00,1.00,6.00,0.4367,0.0458
 21,                  0.5,                  0.5,                    5,200.00,0.40,1.27,0.2248,0.0000
 22,                  0.5,                 0.75,                   10,200.00,5.27,23.47,0.6735,0.0314
 23,                  0.5,                 0.75,                    7,200.00,4.40,16.47,0.6597,0.0169
 24,                  0.5,                 0.75,                    5,200.00,3.13,7.47,0.6515,0.0056
 25,                  0.5,                  0.9,                   10,200.00,7.00,38.33,0.6779,0.0364
 26,                  0.5,                  0.9,                    7,200.00,5.13,25.27,0.6758,0.0691
 27,                  0.5,                  0.9,                    5,200.00,4.27,14.93,0.6776,0.0576
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 29,                 0.75,                  0.5,                    7,200.00,0.20,0.27,0.1239,0.0042
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 31,                 0.75,                 0.75,                   10,200.00,0.13,0.13,0.0849,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.07,0.07,0.0422,0.0000
 33,                 0.75,                 0.75,                    5,200.00,0.07,0.13,0.0432,0.0000
 34,                 0.75,                  0.9,                   10,200.00,0.40,0.53,0.2100,0.0167
 35,                 0.75,                  0.9,                    7,200.00,0.60,0.80,0.3027,0.0000
 36,                 0.75,                  0.9,                    5,200.00,0.67,0.93,0.3416,0.0000
######################################################
EXPERIMENT SUMMARY:  JOB STANDARD DEVIATIONS
######################################################

, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 1,                 0.05,                  0.5,                   10,33.92,1.46,8.61,0.0165,0.0523
 2,                 0.05,                  0.5,                    7,0.00,1.31,5.74,0.0209,0.0654
 3,                 0.05,                  0.5,                    5,0.00,1.01,8.26,0.0346,0.0402
 4,                 0.05,                 0.75,                   10,0.00,1.15,10.26,0.0277,0.0705
 5,                 0.05,                 0.75,                    7,0.00,0.93,10.17,0.0159,0.0482
 6,                 0.05,                 0.75,                    5,0.00,0.57,6.98,0.0302,0.0279
 7,                 0.05,                  0.9,                   10,0.00,1.63,8.94,0.0191,0.0441
 8,                 0.05,                  0.9,                    7,0.00,1.06,7.62,0.0168,0.0346
 9,                 0.05,                  0.9,                    5,0.00,1.33,5.09,0.0335,0.0551
 10,                 0.25,                  0.5,                   10,0.00,1.05,9.29,0.0167,0.0692
 11,                 0.25,                  0.5,                    7,0.00,1.09,12.17,0.0196,0.0965
 12,                 0.25,                  0.5,                    5,0.00,1.10,6.46,0.1705,0.0959
 13,                 0.25,                 0.75,                   10,0.00,2.00,8.98,0.0159,0.0493
 14,                 0.25,                 0.75,                    7,0.00,1.02,6.43,0.0102,0.0630
 15,                 0.25,                 0.75,                    5,0.00,1.14,5.65,0.0233,0.0419
 16,                 0.25,                  0.9,                   10,19.71,1.48,9.00,0.0184,0.0601
 17,                 0.25,                  0.9,                    7,0.00,1.07,9.16,0.0184,0.0665
 18,                 0.25,                  0.9,                    5,0.00,1.36,6.81,0.0250,0.0800
 19,                  0.5,                  0.5,                   10,0.00,0.98,12.29,0.0309,0.0469
 20,                  0.5,                  0.5,                    7,0.00,0.82,5.62,0.3092,0.0702
 21,                  0.5,                  0.5,                    5,0.00,0.61,2.05,0.3182,0.0000
 22,                  0.5,                 0.75,                   10,0.00,1.34,7.14,0.0111,0.0382
 23,                  0.5,                 0.75,                    7,0.00,0.95,5.77,0.0153,0.0303
 24,                  0.5,                 0.75,                    5,0.00,0.72,3.03,0.0158,0.0208
 25,                  0.5,                  0.9,                   10,0.00,1.26,9.98,0.0131,0.0366
 26,                  0.5,                  0.9,                    7,0.00,1.15,6.97,0.0169,0.0767
 27,                  0.5,                  0.9,                    5,0.00,1.00,4.96,0.0172,0.0834
 28,                 0.75,                  0.5,                   10,0.00,0.00,0.00,0.0000,0.0000
 29,                 0.75,                  0.5,                    7,0.00,0.40,0.57,0.2481,0.0156
 30,                 0.75,                  0.5,                    5,0.00,0.00,0.00,0.0000,0.0000
 31,                 0.75,                 0.75,                   10,0.00,0.34,0.34,0.2167,0.0000
 32,                 0.75,                 0.75,                    7,0.00,0.25,0.25,0.1579,0.0000
 33,                 0.75,                 0.75,                    5,0.00,0.25,0.50,0.1617,0.0000
 34,                 0.75,                  0.9,                   10,0.00,0.61,0.88,0.2970,0.0624
 35,                 0.75,                  0.9,                    7,0.00,0.80,1.11,0.3239,0.0000
 36,                 0.75,                  0.9,                    5,0.00,0.70,1.06,0.3199,0.0000
######################################################
Experiment Completed 2014-05-03 004323
######################################################

